CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
24210,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/xanim/nodes/xanimnode_mount.cpp,XAnimMount_Calc,Production,False Positive,"OVERRUN,graphicsCode",2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,245
24222,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_weapons_mp.cpp,BulletImpactShouldOverrideTarget,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2087
24224,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_SetMergedVisDataAndMotionBitsCounts,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2619
24241,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_players_mp.cpp,CG_PlayersMP_ApplyMeatShieldLinking,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1763
24269,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeGfxBufferData,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24293,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetBasePoseMatrix,Production,Suspicious,"OVERRUN,graphicsCode",2024-12-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7290
24337,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeArrayDataInternal,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24346,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_train.cpp,CG_Train_TryDoTrainPoseController,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,416
24406,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorlds,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24422,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_ReadBadPlaces,Production,Suspicious,OVERRUN,2025-03-21,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1717
24443,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_amphibious.cpp,BG_Vehicle_SwitchAmphibiousPhysics,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,995
24452,Untrusted loop bound,Medium,03/29/24,Critical,Other,/code/src/fileio/fileio_executable_parser_win.cpp,GetFileOffsetFromRVA,Production,Not Exploitable,fileRead,,,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,267
24532,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldDecalVolumes,Production,False Positive,"OVERRUN,graphicsCode",2024-12-12,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6732
24548,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/xanim/xanim.cpp,XAnimFrameStreaming_AddAnim,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24562,Copy into fixed size buffer,Low,03/29/24,Critical,Other,/code/src/gfx/r_font.cpp,R_ParseEscapeSequence_Advance,Production,False Positive,falsePositive,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,1792
24579,Illegal address computation,High,03/29/24,Critical,Other,/code/src/stream/stream_defrag.cpp,ResolveNewAddr,Production,Suspicious,OVERRUN,2025-04-15,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4759
24600,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapons.cpp,CG_Weapon_AddViewmodelHand,Production,Suspicious,OVERRUN,2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24605,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldPrimaryLights,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24606,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldReflectionProbeData,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6554
24622,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_ents_mp.cpp,CG_EntityMP_TurretBaseTraceDown,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1328
24643,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_AllocRuntimeData,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24704,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game/g_turret.cpp,G_Turret_Controller,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24707,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/xanim/nodes/xanimnode_blendspace2d.cpp,XAnimBlendSpace2D_Update,Production,False Positive,"OVERRUN,graphicsCode",2025-03-27,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1035
24771,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/xanim/nodes/xanimnode_orient.cpp,XAnimOrient_LazyInit,Production,False Positive,"OVERRUN,graphicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,219
24781,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle.cpp,BuildDObjFromVehicleInfo,Production,False Positive,OVERRUN,2025-04-07,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
24953,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_beamentity.cpp,CG_BeamEntity_BuildTargetArray,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,208
24956,Copy into fixed size buffer,Low,03/29/24,Critical,Other,/code/src/win32/win_shared.cpp,Sys_GetCurrentUser,Production,False Positive,falsePositive,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,Various
24971,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/aim_assist/aim_target.cpp,AimTarget_AddEntityWork,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1469
24998,Copy into fixed size buffer,Low,03/29/24,Critical,Other,/code/src/online/online_friends_crossplay.cpp,CheckMessageProfanityComplete,Production,Suspicious,other,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,1846
25009,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_AllocMergeTempData,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25018,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/scriptable/scriptable_client_utility.cpp,ScriptableCl_GetPartUseHintTag,Production,False Positive,OVERRUN,2025-03-28,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2066
25068,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_train.cpp,CG_Train_TryDoTrainPoseController,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,440
25077,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/client_mp/cl_parse_mp.cpp,CL_ParseMP_ParsePacketEntities,Production,Suspicious,OVERRUN,2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,855
25110,Buffer not null terminated,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_client_character.cpp,CG_ClientCharacter_CreateNoteModel,Production,Suspicious,other,,false,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,Various
25193,Out-of-bounds read,High,03/29/24,Critical,Other,/code/libs/ddl/src/ddl/ddl_parse.cpp,DDL_BeginParseSession,Production,Suspicious,OVERRUN,2025-04-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,199
25205,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_SetSeparatedArrayCounts,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2428
25232,Out-of-bounds write,High,03/29/24,Critical,Other,/code/libs/ddl/src/ddl/ddl_parse.cpp,DDL_ParseExt,Production,Suspicious,OVERRUN,2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,386
25239,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle.cpp,BG_Vehicle_RebuildVehicleComponentDriverPlayer,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3407
25256,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/server_mp/sv_agent_mp.cpp,Agent_SetNonStandardViewHeight,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1095
25280,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldSurfaceMaterials,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4198
25287,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/dynentity/DynEntity_coll.cpp,DynEnt_FindBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25352,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/common_item/bg_common_item.cpp,BG_CommonItem_GenerateFullWeaponStrings,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25391,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/stream/stream_load_sync.cpp,Stream_LoadSync_IsDone,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25409,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_view.cpp,CG_View_ApplyLinkCameraAnimation,Production,Not Exploitable,OVERRUN,2025-03-22,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,9980
25422,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_train.cpp,CG_Train_TryDoTrainPoseController,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,434
25426,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/client_mp/cl_editable_player_data.cpp,CL_EditablePlayerData_Reset,Production,False Positive,OVERRUN,2025-04-02,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,79
25448,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeBakedTndSurfaces,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4547
25466,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_turret_sp.cpp,G_TurretSP_SaveGame_Write,Production,False Positive,address not deref,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,66
25497,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_train.cpp,CG_Train_PreRender,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,338
25502,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/dynentity/DynEntity_spatial.cpp,DynEntCL_Spatial_MarkIfMissingCollisionTiles,Production,Suspicious,OVERRUN,2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,633
25519,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapons.cpp,CG_PlayWeaponMiniPropEffects,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,43529
25520,Untrusted value as argument,Medium,03/29/24,Critical,Other,/code/src/server_mp/sv_snapshot_workers_mp.cpp,SV_SnapWorkersMP_BuildServerScriptablesCmd,Production,Suspicious,downcasting,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,Various
25532,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/stream/stream_update.cpp,Stream_UpdateStreamTreeCmd,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25588,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Havok/HavokPhysicsRT_World.cpp,HavokPhysicsRT_InstantiateAssetBodyCylinder,Third Party/Open Source,Unclassified,"OVERRUN,physicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2296
25591,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_primarylights.cpp,R_LightQuadtreeBuild,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25620,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_collision.cpp,R_SetupSphereStaticGeo,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,73
25629,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/physics/Private/Havok/HavokPhysicsRT_Cage.cpp,HavokPhysicsRT_Cage_Create,Third Party/Open Source,Unclassified,"OVERRUN,physicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,102
25633,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/cgame/vehicles/cg_vehicle_event_system.cpp,CG_Vehicle_GetDripFxBoneIndex,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2765
25714,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/cgame/ClientModel/CG_ClientModel_Physics.cpp,CG_ClientModel_Physics_FindBoneIndex,Production,False Positive,"OVERRUN,physicsCode",2025-03-27,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25764,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_utils.cpp,CG_Utils_ProcessNotetracksWorldRemap,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1168
25852,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Core/CG_PhysicsObject.cpp,CG_PhysicsObject_FindBoneIndex,Production,False Positive,"OVERRUN,physicsCode",2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1238
25887,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldLightmaps,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4630
25927,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/cgame/vehicles/cg_vehicle_treads.cpp,PhysicsUpdateAllTreadsAnim,Production,False Positive,OVERRUN,2025-03-31,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,944
25931,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeArrayDataInternal,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25938,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_CleanupSeparatedWorldData,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6214
25947,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/client_mp/cl_editable_player_data.cpp,CL_EditablePlayerData_Reset,Production,False Positive,OVERRUN,2025-04-02,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,80
25987,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_PhysicsBehavior.cpp,WaterDynamic_PhysicsBehaviour_IsInDelay,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,989
26001,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_ents_mp.cpp,CG_EntityMP_TurretFootTraceDown,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1386
26029,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponRelativeOffset,Production,Not Exploitable,OVERRUN,2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26034,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26045,Copy into fixed size buffer,Low,07/31/24,Critical,Other,/code/src/online/online_instance_inventory_common.cpp,Online_InstanceInventory_ReadGameModeSettings,Production,Suspicious,other,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,79
26123,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_GetDistanceBetweenTags,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,382
26124,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame_sp/cg_servercmds_sp.cpp,CG_ServerCmdSP_LocalSoundPlay,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,903
26129,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetNextModelBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7098
26191,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame_sp/cg_view_sp.cpp,CG_ViewSP_UpdateIsAttachedToCam,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,441
26235,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupDataSize,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,322
26273,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_GetStatsGroupBuffer,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1620
26280,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/gfx/r_font.cpp,R_RegisterFont,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2965
26284,Illegal address computation,High,07/31/24,Critical,Other,/code/src/qcommon/net_dtls.cpp,RecvFrom,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,227
26311,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/client/cl_player_data.cpp,CL_PlayerData_SetStatsBlobDirty,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26313,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/dobj_utils.cpp,XModelGetNonClientBoneIndex,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1580
26318,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/online/online_userprofiles/online_userprofiles_ddlutils.cpp,ReadCustomizationModelsForProfile,Production,Suspicious,,2025-04-30,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26329,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/server/sv_game.cpp,SV_Game_DObjGetBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,566
26350,Copy into fixed size buffer,Low,07/31/24,Critical,Other,/code/external/dlog/src/dlog/dlog.cpp,DLog_Record,Third Party/Open Source,Unclassified,other,,false,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,1630
26379,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/dynentity/DynEntity_client.cpp,DynEntCL_DeferredCollisions_ExecuteVelocitiesSubRequestRun,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2366
26398,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame/cg_swim.cpp,CG_Swim_ClientVisualFx,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,819
26405,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_GetRelativeRotationCenterOffset,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,322
26406,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/physics/Private/Havok/HavokPhysicsRT_AssetUtils.cpp,HavokPhysicsRT_FindDetailModelBoneIndex,Third Party/Open Source,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1228
26456,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame/cg_ents_inline.h,CG_DObjGetLocalTagMatrix,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,204
26475,Out-of-bounds read,High,07/31/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_leanout.cpp,BG_VehicleLeanOut_StartLerpViewAngles,Production,Suspicious,OVERRUN,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1518
26523,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupOffset,Production,Suspicious,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,310
26553,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/game/ai/ai_animation.cpp,AI_XAnim_CalcBoneMat_ModelSpace,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3022
26580,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/net_packet.cpp,GetChannel,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,214
26646,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetReverseModelBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7198
26666,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_map_ent_lookup.cpp,Com_FindLocalPrimaryLightWorldIndexPairFromEntInstUUID,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,155
26669,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/game/g_bullet.cpp,G_Bullet_BoneHitEncode,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3309
26671,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/online/online_userprofiles/online_userprofiles_manager.cpp,GetUserProfileForUI,Production,Suspicious,,2025-05-01,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,385
26682,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame/cg_ents_inline.h,CG_DObjBoneSpacePosToWorld,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,292
26695,Destination buffer too small,High,07/31/24,Critical,Other,/code/external/dlog/src/dlog/dlog_endpoints.cpp,DLog_Endpoint_File,Third Party/Open Source,Unclassified,other,,false,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,110
26741,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetReverseBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7032
26759,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/game_shared/cgame/ClientModel/CG_ClientModel.cpp,CG_ClientModel_DeferredCollisions_ExecuteVelocitiesSubRequestRun,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5184
26768,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupSize,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,316
26790,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_GetPlayerDataBufferSize,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1692
26795,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame_sp/cg_view_sp.cpp,CG_ViewSP_UpdateIsAttachedToCam,Production,Not Exploitable,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,446
26803,Out-of-bounds read,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_IsStatsGroupObfuscated,Production,Suspicious,OVERRUN,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1640
26814,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetNextBoneIndex,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7064
26847,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/gfx/r_enumerate.cpp,R_UpdateCurrentAndDefaultAdapter,Production,Suspicious,OVERRUN,2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1745
26880,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/game/g_utils.cpp,G_Utils_DObjWorldPosToBoneSpace,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4193
26885,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/xanim/nodes/xanimnode_particle_dynamics.cpp,XAnimParticleDynamics_InitParticle,Production,False Positive,OVERRUN,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,61
