CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
29703,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_UnbindKey,Production,Not Exploitable,,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5054
29704,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_IsKeyLinked,Production,Not Exploitable,,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5247
29705,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_LinkKey,Production,Not Exploitable,,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5161
29706,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_GetBoundKey,Production,Not Exploitable,,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5344
29708,Incorrect sizeof expression,Medium,08/19/25,Critical,Other,/code/src/qcommon/com_gsp_partition.cpp,GSPCore,Production,Not Exploitable,,2025-08-20,true_verified,BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,58
29709,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_UnlinkKey,Production,Not Exploitable,,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5212
29710,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_ResetKey,Production,Suspicious,,2025-08-20,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5079
29711,Out-of-bounds access,High,08/19/25,Critical,Other,/code/src/gfx/r_material_pso_cache.cpp,Material_PSOCache_AnyWorldHasPSOsToBuild,Production,False Positive,,2025-08-20,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1096
29713,Incorrect sizeof expression,Medium,08/19/25,Critical,Other,/code/src/qcommon/com_gsp_partition.cpp,ResetVariables,Production,Not Exploitable,,2025-08-20,true_verified,BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,186
29715,Incorrect sizeof expression,Medium,08/19/25,Critical,Other,/code/src/qcommon/com_gsp_partition.cpp,GSPSpatialPartition,Production,Not Exploitable,,2025-08-20,true_verified,BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,1109
29716,Out-of-bounds write,High,08/25/25,Critical,Other,/code/src/database/db_patchmem.cpp,RewindForAsset,Production,Suspicious,,2025-09-08,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29717,Out-of-bounds access,High,09/03/25,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_animation.cpp,BG_PlayerASM_AreAnimationsLoadedForCondition,Production,Suspicious,,2025-09-08,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29719,Out-of-bounds access,High,09/03/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldTransientZones,Production,False Positive,,2025-09-08,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4120
29720,Out-of-bounds read,High,09/03/25,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_animation.cpp,BG_PlayerASM_AreAnimationsLoadedForCondition,Production,Suspicious,,2025-09-08,true_verified,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29721,Out-of-bounds access,High,09/03/25,Critical,Other,/code/src/physics/Private/Core/CG_PhysicsCharacterProxy.cpp,CG_PhysicsCharacterProxy_SetAuthCollisionLimbBoneIdx,Production,False Positive,,2025-09-08,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,440
29723,Out-of-bounds access,High,09/03/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_GlobalToWorldLocalScriptableProbeIndex,Production,False Positive,,2025-09-08,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1088
29728,Out-of-bounds read,High,09/08/25,Critical,Other,/code/src/vfx/Particles/ParticleEmitter.cpp,DrawSetup_Volumetric,Production,Suspicious,,2025-09-08,true_verified,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,8272
31099,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/cgame/cg_corpse_fade.cpp,CG_CorpseFade_CalcDetailDistance_Agent,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,555
31101,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_RequestFireWeapon,Production,Not Exploitable,,2025-11-03,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7484
31102,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetVehicleTurretMaxRange,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5336
31103,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetVehicleTurretAvoidPlayersDistance,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5449
31104,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBurstRoundMax,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6895
31105,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretLeftArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6299
31107,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretLeftArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6417
31108,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetVehicleTurretLockOnDelay,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5394
31109,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_EnableTurretScan,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6650
31110,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_ReloadWeapon,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7621
31111,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/game_mp/g_scr_main_mp.cpp,GScr_MainMP_CopyPlayerData,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,10031
31112,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretScanPauseTime,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6681
31113,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretTargetLocalAngles,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
31114,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_IsTurretReady,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7813
31115,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretWorldAngles,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5947
31116,Untrusted loop bound,Medium,10/21/25,Critical,Other,/code/src/battlenet/battlenet_achievements_data.cpp,Achievements_LoadStates,Production,False Positive,,2025-11-03,true,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,218
31117,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretRightArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6329
31118,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetLocalAngles,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5866
31119,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretSuppressionTime,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5562
31120,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretShotsFiredSinceReload,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6745
31121,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretHeat,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5164
31122,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_CanTurretTargetPoint,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
31124,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetLocalAngles,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31125,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/physics/Private/Core/CG_PhysicsCharacterProxy.cpp,CG_PhysicsCharacterProxy_CreateAuthPhysicsCamera_Deferred,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,578
31126,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/vfx/Particles/ParticleModuleTest.cpp,Particle_HandleSuccessfulTest,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,402
31127,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretScanningMode,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5507
31128,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretTargetVec,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
31129,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBurstPauseTimeMin,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6953
31130,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretSuppressionTime,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5591
31131,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBottomArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6501
31132,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretBurstRoundMin,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6867
31133,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetVehicleTurretAvoidPlayersDistance,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5478
31135,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBarrelOrigin,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6776
31136,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_FixupSplinedModelsAndDecalsForMerge,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5341
31137,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretWeapon,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5251
31138,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTopArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6359
31139,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretWorldAngles,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5954
31140,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_IsTurretRotating,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5993
31141,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_CanTurretTargetPoint,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6194
31142,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/game_mp/g_scr_main_mp.cpp,GScr_MainMP_InitPlayerArrayData,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,10105
31143,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_ClearTurretTarget,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6018
31144,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretWorldAngles,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
31145,Incorrect sizeof expression,Medium,10/21/25,Critical,Other,/code/src/qcommon/com_gsp_partition.cpp,CreatePartition,Production,Suspicious,,2025-11-03,true,BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,88
31146,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetLocalAngles,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5871
31147,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/gfx/r_reactive_motion.cpp,R_ReactiveMotion_AllocateModelInfoInternal,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2693
31148,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretTargetLossPauseDuration,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5536
31149,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/cgame/cg_event.cpp,GC_Event_PlaySkiBoltedVFX,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4542
31150,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/cgame/cg_event.cpp,CG_Event_PlayOneshotVFX,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4489
31152,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretConvergenceTime,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6559
31153,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetVehicleTurretMaxRange,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5307
31154,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetVehicleTurretAvoidPlayers,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5423
31155,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretBurstPauseTimeMax,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7041
31156,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetEnt,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31157,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretRightArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6445
31158,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/bgame/bg_customization_mp.cpp,BG_Customization_AddCustomizationPackage_Simplified,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,562
31159,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/game_mp/g_scr_main_mp.cpp,GScr_MainMP_GetPlayerDataArraySize,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,10056
31161,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetVec,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31162,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/cgame_mp/cg_event_mp.cpp,HandleTurretFire,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,733
31163,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_iw9/bgame/bg_customization_mp.cpp,BG_Customization_AddSkinCustomizationPackage_Simplified,Production,Suspicious,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31164,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBurstRoundMin,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6837
31165,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretBurstRoundMax,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6925
31166,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetVehicleTurretLockOnDuration,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5365
31168,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetAmmoInClip,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7573
31169,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_RequestFireWeapon,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7462
31170,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetAmmoInClip,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7596
31171,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretConvergenceTime,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6529
31172,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretBurstPauseTimeMax,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7011
31174,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretBurstPauseTimeMin,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6983
31175,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretPointedAtTargetAngle,Production,Not Exploitable,,2025-11-03,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,6809
31176,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretTopArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6473
31178,Out-of-bounds read,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_GetTurretTargetEnt,Production,Not Exploitable,,2025-11-03,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
31179,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretBottomArc,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6389
31180,Out-of-bounds access,High,10/21/25,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_AssignStagingToCurrentData,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31181,Out-of-bounds write,High,10/21/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretScanSpeedScalar,Production,Not Exploitable,,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6717
31196,Out-of-bounds access,High,11/02/25,Critical,Other,/code/src/stream/stream_update.cpp,Stream_UpdateStreamTree_BuildTransientVisibilityWanted,Production,Suspicious,xtra,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31197,Out-of-bounds access,High,11/02/25,Critical,Other,/code/src/client/cl_transients_visibility.cpp,CL_TransientsVisibility_FillVisibilityTargetBitArray,Production,Suspicious,xtra,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,102
31198,Out-of-bounds access,High,11/02/25,Critical,Other,/code/src/game_iw9/cgame/cg_gameobject_wrapper.cpp,CgGameObjectWrapperInterface_Entity,Production,Suspicious,xtra,2025-11-03,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,18
31199,Out-of-bounds access,High,11/03/25,Critical,Other,/code/src/game_iw9/game/g_entity_marks.cpp,G_EntityMarks_GetMarkFlags,Production,Suspicious,"BO7,BO6,2",2025-11-17,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31200,Out-of-bounds read,High,11/03/25,Critical,Other,/code/src/game_iw9/bgame/bg_weapons_setup.cpp,BG_GetSurfacePenetrationDepth,Production,Suspicious,"BO7,BO6,2",2025-11-17,true_verified,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,230
31201,Out-of-bounds access,High,11/03/25,Critical,Other,/code/src/lui/LUI_CustomElement_OnEntitySpawner.cpp,Layout,Production,Suspicious,"BO7,BO6,2",2025-11-17,true,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,298
31202,Out-of-bounds read,High,11/03/25,Critical,Other,/code/src/game_iw9/game/g_entity_marks.cpp,G_EntityMarks_GetMarkFlags,Production,Suspicious,"BO7,BO6,2",2025-11-17,true,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,135
31204,Out-of-bounds access,High,11/03/25,Critical,Other,/code/src/game_iw9/cgame/cg_physics_gravity.cpp,CG_PhysicsGravity_CacheOmnvars,Production,False Positive,"BO7,BO6,2",2025-11-17,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31205,Out-of-bounds read,High,11/03/25,Critical,Other,/code/src/game_iw9/game/g_entity_marks.cpp,G_EntityMarks_GetMarkFlags,Production,Suspicious,"BO7,BO6,2",2025-11-17,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,155
31206,Illegal address computation,High,11/03/25,Critical,Other,/code/src/gfx/r_dxr_frontend.cpp,R_DXR_Visibility_GetVisibilityBounds,Production,Suspicious,"BO7,BO6,2",2025-11-17,true_verified,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31207,Out-of-bounds read,High,11/03/25,Critical,Other,/code/src/game_iw9/bgame/bg_weapons_setup.cpp,BG_GetSurfacePenetrationDepth,Production,Suspicious,"BO7,BO6,2",2025-11-17,true_verified,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,231
31208,Out-of-bounds write,High,11/03/25,Critical,Other,/code/src/game_shared/game/vehicles/g_vehicle_script.cpp,G_VehicleScriptCmd_SetTurretTargetEnt,Production,Not Exploitable,"BO7,BO6,2",2025-11-03,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
31209,Out-of-bounds write,High,11/03/25,Critical,Other,/code/src/effectscore/fx_shared.h,Particle_AddDeferredPhysicsDestroy,Production,Not Exploitable,"BO7,BO6,2",2025-11-17,false,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,476
