name,help,type,message,file,start_line,start_offset,end_line,end_offset
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,Various,0,Various,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/online/player_socialdata/player_socialdata_system.inl,Various,0,Various,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/physics/Private/Core/PhysicsRT_Vehicle.cpp,Various,0,Various,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,440,0,440,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/online/player_socialdata/player_socialdata_system_presence.cpp,Various,0,Various,0
Illegal address computation,Suspicious,OVERRUN,Illegal address computation,/code/src/game_iw9/game/ai/ai_behavior_sequencer.cpp,3545,0,3545,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/dw/dwLobbyEventHandler.h,Various,0,Various,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/universal/memfile.cpp,854,0,854,0
Untrusted value as argument,Suspicious,TAINTED_SCALAR,Untrusted value as argument,/code/src/game_iw9/game_mp/g_player_events_mp.cpp,1417,0,1417,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,Various,0,Various,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/vfx/Particles/ParticleManager.h,351,0,351,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_iw9/cgame/cg_hang.cpp,2141,0,2141,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/xanim/xanim_trace.cpp,364,0,364,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/qcommon/com_fastfile_zonelist.h,80,0,80,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,Various,0,Various,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_iw9/game/ai/bots/ai_bot.cpp,4567,0,4567,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/dw/dwLobbyEventHandler.h,Various,0,Various,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/WaterDynamics/WaterDynamics_PhysicsBehavior.cpp,1809,0,1809,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/online/online_archive_replay_playback.cpp,624,0,624,0
