name,help,type,message,file,start_line,start_offset,end_line,end_offset
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_helicopter.cpp,Various,0,Various,0
Copy into fixed size buffer,Suspicious,STRING_OVERFLOW,Copy into fixed size buffer,/code/src/qcommon/com_storage.cpp,3335,0,3335,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_iw9/bgame/bg_animstate.cpp,150,0,150,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/online/online_archive_replay_playback.cpp,623,0,623,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/dw/dwEnvironment.cpp,823,0,823,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/snd/sd_output_libad.cpp,1706,0,1706,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,Various,0,Various,0
String not null terminated,Suspicious,STRING_NULL,String not null terminated,/code/src/online/live_common.cpp,Various,0,Various,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/common/libs/MathCore/MathCore/math_ops.cpp,7766,0,7766,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/common/libs/GlassCore/GlassCore/glass_crack_shard.cpp,Various,0,Various,0
Incorrect sizeof expression,Suspicious,BAD_SIZEOF,Incorrect sizeof expression,/code/src/WaterDynamics/WaterDynamics.cpp,526,0,526,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/database/db_binarypatch_load.cpp,579,0,579,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_iw9/game/g_combat.cpp,Various,0,Various,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/qcommon/com_fastfile_zonelist.h,164,0,164,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/client_mp/partyhost.cpp,Various,0,Various,0
String not null terminated,Suspicious,STRING_NULL,String not null terminated,/code/src/online/online_friends_crossplay.cpp,1845,0,1845,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_iw9/cgame/cg_frontend_scene.cpp,Various,0,Various,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/gfx/r_water.cpp,8106,0,8106,0
Buffer not null terminated,Suspicious,BUFFER_SIZE,Buffer not null terminated,/code/src/game_iw9/bgame/bg_matchrules_history.cpp,1440,0,1440,0
Illegal address computation,Suspicious,OVERRUN,Illegal address computation,/code/src/qcommon/net_endpoint.cpp,615,0,615,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/gfx/r_amd.cpp,Various,0,Various,0
Untrusted loop bound,Suspicious,TAINTED_SCALAR,Untrusted loop bound,/code/src/win32/win_main.cpp,467,0,467,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/mapVoxelizedState/MapVoxelizedState.cpp,823,0,823,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/ecs_common/ecs_client_centity.cpp,134,0,134,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_iw9/game/ai/ai_scripted_coordinator.cpp,3236,0,3236,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/gfx/r_dpvs.cpp,1031,0,1031,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/snd/sd_output_libad.cpp,1674,0,1674,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/game_shared/bgame/vehicles/bg_vehicle_elm_collection.inl,25,0,25,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,715,0,715,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/game_shared/cgame/vehicles/cg_vehicle_treads.cpp,228,0,228,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/snd/sd_output_libad.cpp,1675,0,1675,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/gfx/r_init.cpp,1750,0,1750,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,Various,0,Various,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/client/cl_ui_streaming.cpp,2000,0,2000,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/memory/mem_paged.cpp,4174,0,4174,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/snd/sd_output_libad.cpp,1717,0,1717,0
Untrusted value as argument,Suspicious,TAINTED_SCALAR,Untrusted value as argument,/code/src/game_iw9/game_mp/g_player_events_mp.cpp,1428,0,1428,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/common/libs/SuperTerrainCore/SuperTerrainCore/SuperTerrainDefines.h,221,0,221,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/stream/stream_defrag.cpp,978,0,978,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/database/db_binarypatch_load.cpp,577,0,577,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,Various,0,Various,0
Out-of-bounds write,Suspicious,OVERRUN,Out-of-bounds write,/code/src/game_shared/bgame/vehicles/bg_vehicle_elm_collection.inl,25,0,25,0
Copy into fixed size buffer,Suspicious,STRING_OVERFLOW,Copy into fixed size buffer,/code/src/los_precompute/los_precompute_system.cpp,169,0,169,0
Out-of-bounds access,Suspicious,OVERRUN,Out-of-bounds access,/code/src/online/online_friends_crossplay.cpp,954,0,954,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_iw9/game/g_objectives.cpp,841,0,841,0
Incorrect sizeof expression,Suspicious,BAD_SIZEOF,Incorrect sizeof expression,/code/src/WaterDynamics/WaterDynamics.cpp,498,0,498,0
Out-of-bounds read,Suspicious,OVERRUN,Out-of-bounds read,/code/src/game_iw9/cgame_mp/cg_snapshot_mp.cpp,4979,0,4979,0
